Date,price
2020-03-09,69.08916473388672
2020-03-10,70.9203109741211
2020-03-11,68.74884796142578
2020-03-12,63.69296646118164
2020-03-13,69.17020416259766
2020-03-16,60.176513671875
2020-03-17,59.163719177246094
2020-03-18,57.55134201049805
2020-03-19,57.57564926147461
2020-03-20,55.760711669921875
2020-03-23,52.260494232177734
2020-03-24,54.68308639526367
2020-03-25,55.02338790893555
2020-03-26,59.82001876831055
2020-03-27,58.880130767822266
2020-03-30,60.96245193481445
2020-03-31,61.7321891784668
2020-04-01,59.487823486328125
2020-04-02,60.873329162597656
2020-04-03,59.44731140136719
2020-04-06,61.3594970703125
2020-04-07,61.0839958190918
2020-04-08,63.65245819091797
2020-04-09,64.61662292480469
2020-04-13,65.06226348876953
2020-04-14,67.53746032714844
2020-04-15,67.28254699707031
2020-04-16,67.31542205810547
2020-04-17,68.62293243408203
2020-04-20,69.06697082519531
2020-04-21,66.08195495605469
2020-04-22,66.99473571777344
2020-04-23,67.46344757080078
2020-04-24,68.73805236816406
2020-04-27,69.64262390136719
2020-04-28,68.05552673339844
2020-04-29,68.87784576416016
2020-04-30,67.59502410888672
2020-05-01,68.12132263183594
2020-05-04,67.31542205810547
2020-05-05,70.20178985595703
2020-05-06,70.24291229248047
2020-05-07,69.25613403320312
2020-05-08,69.04230499267578
2020-05-11,72.28227233886719
2020-05-12,74.38741302490234
2020-05-13,73.07994079589844
2020-05-14,73.95982360839844
2020-05-15,74.593017578125
2020-05-18,75.21797943115234
2020-05-19,74.99594116210938
2020-05-20,74.98771667480469
2020-05-21,76.49256896972656
2020-05-22,75.73603820800781
2020-05-26,74.593017578125
2020-05-27,73.99270629882812
2020-05-28,74.03382873535156
2020-05-29,76.20475006103516
2020-06-01,74.58478546142578
2020-06-02,74.86437225341797
2020-06-03,74.74102783203125
2020-06-04,76.50901794433594
2020-06-05,77.17510223388672
2020-06-08,77.78362274169922
2020-06-09,79.08287811279297
2020-06-10,79.68318939208984
2020-06-11,75.86762237548828
2020-06-12,76.03207397460938
2020-06-15,76.54191589355469
2020-06-16,78.992431640625
2020-06-17,78.72928619384766
2020-06-18,79.13221740722656
2020-06-19,79.52693939208984
2020-06-22,79.98746490478516
2020-06-23,80.02033233642578
2020-06-24,78.23589324951172
2020-06-25,79.75719451904297
2020-06-26,79.04998779296875
2020-06-29,79.3049087524414
2020-06-30,80.73575592041016
2020-07-01,81.52518463134766
2020-07-02,81.31139373779297
2020-07-06,81.41829681396484
2020-07-07,81.69789123535156
2020-07-08,81.64029693603516
2020-07-09,80.53840637207031
2020-07-10,79.62562561035156
2020-07-13,80.47261810302734
2020-07-14,82.29548645019531
2020-07-15,83.63558197021484
2020-07-16,83.16946411132812
2020-07-17,83.9269027709961
2020-07-20,82.85318756103516
2020-07-21,81.0719223022461
2020-07-22,81.3216323852539
2020-07-23,81.5962905883789
2020-07-24,80.83053588867188
2020-07-27,80.87215423583984
2020-07-28,80.49757385253906
2020-07-29,80.74730682373047
2020-07-30,79.93989562988281
2020-07-31,78.99935150146484
2020-08-03,79.85667419433594
2020-08-04,78.4832763671875
2020-08-05,77.61763000488281
2020-08-06,77.0516128540039
2020-08-07,77.34292602539062
2020-08-10,76.89346313476562
2020-08-11,77.13484191894531
2020-08-12,79.4987564086914
2020-08-13,78.80790710449219
2020-08-14,79.13251495361328
2020-08-17,80.19793701171875
2020-08-18,79.61528015136719
2020-08-19,79.9898452758789
2020-08-20,79.24072265625
2020-08-21,78.95771789550781
2020-08-24,78.66638946533203
2020-08-25,78.29180908203125
2020-08-26,78.5332260131836
2020-08-27,78.49161529541016
2020-08-28,78.38338470458984
2020-08-31,79.71516418457031
2020-09-01,76.77693939208984
2020-09-02,78.20026397705078
2020-09-03,76.4689712524414
2020-09-04,76.4689712524414
2020-09-08,75.09556579589844
2020-09-09,76.26918029785156
2020-09-10,74.62112426757812
2020-09-11,74.6627426147461
2020-09-14,75.32030487060547
2020-09-15,75.6698989868164
2020-09-16,74.72933959960938
2020-09-17,74.60447692871094
2020-09-18,75.00402069091797
2020-09-21,74.15497589111328
2020-09-22,73.74714660644531
2020-09-23,72.53191375732422
2020-09-24,71.50808715820312
2020-09-25,71.77445220947266
2020-09-28,72.64842987060547
2020-09-29,72.32380676269531
2020-09-30,72.90643310546875
2020-10-01,72.53191375732422
2020-10-02,71.68289947509766
2020-10-05,73.189453125
2020-10-06,71.491455078125
2020-10-07,72.47362518310547
2020-10-08,72.69837951660156
2020-10-09,72.99800872802734
2020-10-12,73.51408386230469
2020-10-13,73.10623168945312
2020-10-14,72.61687469482422
2020-10-15,71.90816497802734
2020-10-16,72.78561401367188
2020-10-19,71.1319808959961
2020-10-20,71.08134460449219
2020-10-21,69.93392181396484
2020-10-22,71.1319808959961
2020-10-23,71.15729522705078
2020-10-26,70.80292510986328
2020-10-27,69.78206634521484
2020-10-28,67.90906524658203
2020-10-29,68.06092834472656
2020-10-30,71.79850769042969
2020-11-02,74.45614624023438
2020-11-03,74.21147918701172
2020-11-04,79.72923278808594
2020-11-05,79.04584503173828
2020-11-06,78.3371353149414
2020-11-09,80.2523193359375
2020-11-10,83.41619110107422
2020-11-11,82.80872344970703
2020-11-12,82.34468841552734
2020-11-13,83.55961608886719
2020-11-16,82.98589324951172
2020-11-17,83.70305633544922
2020-11-18,83.2896499633789
2020-11-19,84.09114837646484
2020-11-20,85.07825469970703
2020-11-23,86.20881652832031
2020-11-24,87.71060180664062
2020-11-25,87.91307830810547
2020-11-27,88.4952392578125
2020-11-30,88.23369598388672
