Date,price
2020-03-09,64.62804412841797
2020-03-10,68.08097839355469
2020-03-11,66.51876831054688
2020-03-12,61.095054626464844
2020-03-13,66.8311996459961
2020-03-16,55.83955001831055
2020-03-17,56.63268280029297
2020-03-18,44.10282897949219
2020-03-19,45.97749328613281
2020-03-20,47.57978439331055
2020-03-23,43.43788146972656
2020-03-24,53.31595993041992
2020-03-25,55.49506378173828
2020-03-26,61.19116973876953
2020-03-27,55.102500915527344
2020-03-30,57.642112731933594
2020-03-31,58.05070495605469
2020-04-01,54.92626190185547
2020-04-02,60.98289489746094
2020-04-03,60.17373275756836
2020-04-06,64.40375518798828
2020-04-07,64.82833862304688
2020-04-08,68.88213348388672
2020-04-09,67.54424285888672
2020-04-13,68.02490997314453
2020-04-14,67.78457641601562
2020-04-15,66.08616638183594
2020-04-16,64.08328247070312
2020-04-17,69.83548736572266
2020-04-20,66.95138549804688
2020-04-21,65.40519714355469
2020-04-22,67.64839172363281
2020-04-23,69.53907775878906
2020-04-24,69.70731353759766
2020-04-27,71.87040710449219
2020-04-28,72.03062438964844
2020-04-29,75.80399322509766
2020-04-30,73.70500946044922
2020-05-01,71.65406799316406
2020-05-04,73.25636291503906
2020-05-05,74.41802215576172
2020-05-06,72.14278411865234
2020-05-07,74.21774291992188
2020-05-08,76.48494720458984
2020-05-11,74.80257415771484
2020-05-12,72.9839859008789
2020-05-13,71.06123352050781
2020-05-14,72.14278411865234
2020-05-15,71.4297866821289
2020-05-18,75.23414611816406
2020-05-19,72.85235595703125
2020-05-20,75.59996032714844
2020-05-21,74.81956481933594
2020-05-22,73.38886260986328
2020-05-26,75.84381103515625
2020-05-27,76.33158111572266
2020-05-28,73.86846923828125
2020-05-29,74.54317474365234
2020-06-01,75.42924499511719
2020-06-02,76.97376251220703
2020-06-03,78.99787902832031
2020-06-04,78.26628112792969
2020-06-05,81.94871520996094
2020-06-08,83.92407989501953
2020-06-09,82.53401947021484
2020-06-10,79.32305145263672
2020-06-11,72.64912414550781
2020-06-12,75.1041030883789
2020-06-15,74.16114807128906
2020-06-16,76.43724822998047
2020-06-17,74.4131088256836
2020-06-18,74.73828125
2020-06-19,73.67337036132812
2020-06-22,74.4537582397461
2020-06-23,74.33181762695312
2020-06-24,71.24280548095703
2020-06-25,72.51905059814453
2020-06-26,70.28357696533203
2020-06-29,71.26717376708984
2020-06-30,72.53531646728516
2020-07-01,71.22654724121094
2020-07-02,71.78744506835938
2020-07-06,71.99880981445312
2020-07-07,70.16163635253906
2020-07-08,70.19416046142578
2020-07-09,67.25956726074219
2020-07-10,69.28369903564453
2020-07-13,69.42189025878906
2020-07-14,71.8199691772461
2020-07-15,72.25894165039062
2020-07-16,71.82808685302734
2020-07-17,70.87700653076172
2020-07-20,69.31620025634766
2020-07-21,74.29118347167969
2020-07-22,74.00667572021484
2020-07-23,73.9822769165039
2020-07-24,73.26690673828125
2020-07-27,74.00667572021484
2020-07-28,72.43778228759766
2020-07-29,73.21815490722656
2020-07-30,70.12910461425781
2020-07-31,68.23505401611328
2020-08-03,68.94229125976562
2020-08-04,70.30795288085938
2020-08-05,70.88511657714844
2020-08-06,71.10460662841797
2020-08-07,70.55996704101562
2020-08-10,72.94174194335938
2020-08-11,72.85235595703125
2020-08-12,73.74654388427734
2020-08-13,73.01493072509766
2020-08-14,73.4457778930664
2020-08-17,73.78718566894531
2020-08-18,72.26163482666016
2020-08-19,71.23909759521484
2020-08-20,69.93620300292969
2020-08-21,70.15884399414062
2020-08-24,71.90703582763672
2020-08-25,71.02469635009766
2020-08-26,69.91145324707031
2020-08-27,70.01866149902344
2020-08-28,70.61238861083984
2020-08-31,69.21053314208984
2020-09-01,68.50960540771484
2020-09-02,68.60031127929688
2020-09-03,67.84990692138672
2020-09-04,67.561279296875
2020-09-08,65.12042236328125
2020-09-09,65.99451446533203
2020-09-10,64.4442138671875
2020-09-11,64.06488800048828
2020-09-14,63.73503494262695
2020-09-15,62.95989227294922
2020-09-16,64.78230285644531
2020-09-17,64.97196960449219
2020-09-18,64.49369812011719
2020-09-21,62.91866683959961
2020-09-22,62.2837028503418
2020-09-23,59.3315544128418
2020-09-24,59.20787811279297
2020-09-25,59.23260498046875
2020-09-28,60.96432113647461
2020-09-29,59.290313720703125
2020-09-30,59.37279510498047
2020-10-01,58.069889068603516
2020-10-02,58.7048454284668
2020-10-05,59.95001220703125
2020-10-06,59.62019348144531
2020-10-07,60.84062576293945
2020-10-08,62.028079986572266
2020-10-09,61.022037506103516
2020-10-12,61.442596435546875
2020-10-13,60.52725601196289
2020-10-14,60.15616989135742
2020-10-15,60.617977142333984
2020-10-16,60.106712341308594
2020-10-19,58.77907180786133
2020-10-20,59.10892868041992
2020-10-21,58.44096755981445
2020-10-22,60.52725601196289
2020-10-23,59.84282684326172
2020-10-26,58.49870300292969
2020-10-27,57.3194694519043
2020-10-28,55.15073013305664
2020-10-29,56.734004974365234
2020-10-30,57.31122970581055
2020-11-02,59.49647903442383
2020-11-03,59.15838623046875
2020-11-04,59.18312454223633
2020-11-05,59.488243103027344
2020-11-06,58.6718635559082
2020-11-09,65.47501373291016
2020-11-10,68.50135803222656
2020-11-11,67.99835205078125
2020-11-12,66.52225494384766
2020-11-13,68.46839141845703
2020-11-16,73.3583755493164
2020-11-17,72.83125305175781
2020-11-18,70.52178192138672
2020-11-19,71.73507690429688
2020-11-20,71.7852783203125
2020-11-23,76.16986846923828
2020-11-24,80.0105972290039
2020-11-25,77.09867858886719
2020-11-27,76.40416717529297
2020-11-30,72.94835662841797
