Date,Close
2020-03-09,142.87814331054688
2020-03-10,137.50051879882812
2020-03-11,142.9244842529297
2020-03-12,133.83815002441406
2020-03-13,136.6197052001953
2020-03-16,129.0631866455078
2020-03-17,136.66604614257812
2020-03-18,132.12283325195312
2020-03-19,132.35467529296875
2020-03-20,135.27529907226562
2020-03-23,129.4803924560547
2020-03-24,143.20262145996094
2020-03-25,144.7788543701172
2020-03-26,144.7324676513672
2020-03-27,139.77210998535156
2020-03-30,146.35504150390625
2020-03-31,148.8584442138672
2020-04-01,141.30191040039062
2020-04-02,140.7919921875
2020-04-03,141.02377319335938
2020-04-06,148.58029174804688
2020-04-07,156.18313598632812
2020-04-08,154.3287811279297
2020-04-09,156.46128845214844
2020-04-14,159.15011596679688
2020-04-15,154.3287811279297
2020-04-16,153.3088836669922
2020-04-17,160.35546875
2020-04-20,161.23623657226562
2020-04-21,153.44793701171875
2020-04-22,155.85858154296875
2020-04-23,157.75933837890625
2020-04-24,153.7724609375
2020-04-27,157.15664672851562
2020-04-28,159.4282684326172
2020-04-29,162.20977783203125
2020-04-30,156.2294921875
2020-05-04,152.89163208007812
2020-05-05,157.80569458007812
2020-05-06,155.34866333007812
2020-05-07,157.06396484375
2020-05-08,159.9845428466797
2020-05-11,158.82559204101562
2020-05-12,158.26925659179688
2020-05-13,153.7261505126953
2020-05-14,150.57373046875
2020-05-15,154.18968200683594
2020-05-18,164.06414794921875
2020-05-19,162.16343688964844
2020-05-20,166.3357696533203
2020-05-21,163.22967529296875
2020-05-22,162.71974182128906
2020-05-25,164.8985595703125
2020-05-26,163.27603149414062
2020-05-27,162.95152282714844
2020-05-28,168.46824645996094
2020-05-29,167.58738708496094
2020-06-02,172.58653259277344
2020-06-03,177.06080627441406
2020-06-04,174.9168701171875
2020-06-05,184.79762268066406
2020-06-08,179.25135803222656
2020-06-09,177.20065307617188
2020-06-10,175.10328674316406
2020-06-11,167.59951782226562
2020-06-12,166.5741729736328
2020-06-15,166.06149291992188
2020-06-16,172.4000701904297
2020-06-17,173.0991668701172
2020-06-18,173.79833984375
2020-06-19,173.28561401367188
2020-06-22,173.28561401367188
2020-06-23,176.87440490722656
2020-06-24,170.0697479248047
2020-06-25,171.65438842773438
2020-06-26,170.95526123046875
2020-06-29,175.4761505126953
2020-06-30,175.4295654296875
2020-07-01,175.61599731445312
2020-07-02,183.352783203125
2020-07-03,182.1875762939453
2020-07-06,185.0306396484375
2020-07-07,185.77639770507812
2020-07-08,184.00526428222656
2020-07-09,182.74691772460938
2020-07-10,185.0306396484375
2020-07-13,189.31851196289062
2020-07-14,188.5727996826172
