,GOOGL,BRK-B,ASML.AS,BESI.AS,ASM.AS,HUT,DAC,AMR,FLOW.AS,HAL.AS,NVDA,EXO.AS,PLTR,BTC,ETH,SOL,MC.PA,TNDM,AAPL,TSLA,MSFT,AMZN,META,JPM,JNJ,V,PG,UNH,HD,MA,BAC,XOM,CVX,LLY,MRK,AVGO,COST,CRM,ABBV,WMT,KO,PEP,ACN,SAP.DE,SIE.DE,RMS.PA,LIN.DE,AI.PA,DGE.L,NOVO-B.CO,ASML,ADYEN.AS,BMW.DE,SAN.MC,TEF.MC,OR.PA,BNP.PA,CS.PA,ABI.BR,PHIA.AS,UNA.AS,SU.PA,BABA,TCEHY,JD,BIDU,NTES,XPEV,LI,NIO,PDD,TAL
NVDA,0.5793345410502252,0.3370882446951861,0.459039977132358,0.4229186592914175,0.44011746414269365,0.34832856924276157,0.27799111563869133,0.11427428869976912,-0.00123110367968281,0.17932654752757138,1.0,0.12163300349723931,0.3815164171552292,0.10199183007366482,0.12570385934462305,0.2116022116280284,0.26551950849105893,0.32715544933885005,0.5816349940335014,0.4658669323602607,0.6727042212660524,0.5735907375972609,0.5213791183568773,0.30478490174586537,0.09828799536548569,0.4429911690684101,0.1824134976023166,0.2540500785766792,0.44346411991346324,0.45206730208185897,0.28751294024081614,0.14662979246875876,0.22675235268787952,0.2461436180558017,0.11876717636558443,0.6670850144584951,0.46337094900387554,0.5261309120889307,0.14392030318598192,0.22660685815194792,0.17025597204890933,0.2365459763645721,0.4852897588959092,0.31316729023280665,0.28714427019729405,0.2948777217393335,0.2478119925564525,0.2420787048446579,-0.02167834533597508,0.11385147611696299,0.6931657886221085,0.30506372025101025,0.18721001277569857,0.1532968222765047,0.06972612435793844,0.21260514422228002,0.14509226252180443,0.18303877844643987,0.1119952978476988,0.15808068229024733,-0.02205622123202113,0.34112596328702105,0.2992263808202141,0.3089886964758383,0.32294716226430764,0.343964503522645,0.3155922706992873,0.2671869961908389,0.2510048408437371,0.3315755641790139,0.2861102018413786,0.18961640211635103
EXO.AS,0.08147450769582638,0.11578085141961098,0.2689684385267612,0.22895288280083437,0.1907636671923136,0.050951218647790286,0.04770232166125055,0.07790897230677424,0.04991436372754975,0.20060674245602633,0.12163300349723931,1.0,0.11935686573724939,0.04577912526025339,0.14949114166242516,0.06704137129227987,0.2838521517875334,0.02274526359569718,0.10702849617355696,0.1405268334174478,0.07744224651657435,0.13220633007791957,0.10340449883496924,0.1030961173334465,0.007715136413651373,0.07144794269654,-0.011819573377501204,-0.030953295154504075,0.130247574852784,0.09268460181791464,0.1355169654633485,0.08009326337490774,0.08797325326354481,-0.0014537456856037736,-0.02211859058103938,0.09450733987520842,0.08445489892436335,0.09660453816947998,0.005370034795140143,0.03894468983929059,0.025102358252078856,-0.00014856564478866416,0.11348713653166453,0.2364128334685131,0.2865809487032175,0.29120147227768106,0.17807231058376877,0.2583511846309596,0.06104872413237114,0.04124654767898518,0.17680620274376813,0.2595520627554554,0.2599434382936412,0.2343814672558693,0.08264091305116018,0.2573681389023162,0.20222743754639885,0.2183559864851503,0.15009311186857205,0.2379724698176352,0.0254078467501512,0.3140216148832418,0.10266867401194976,0.105701735786105,0.10094151195826281,0.11157745146897535,0.07611108470771982,0.10757874024653188,0.07551069063150379,0.12089804340633545,0.07669749806937796,0.04617422388395107
PLTR,0.2887823059910187,0.13540161198127254,0.21410054975459494,0.20832984311626276,0.19299075105855637,0.32022374662343617,0.13257330865508277,0.06746854955678146,0.012677644528925275,0.045673621842077496,0.3815164171552292,0.11935686573724939,1.0,0.11401626279094627,0.09471298520520778,0.25644427718560475,0.1307591277498324,0.1869905367392634,0.28710174454695103,0.3706918842378822,0.29865046998139533,0.37663726035976114,0.30657381635957287,0.1659214169089609,-0.029671231117049283,0.18932500180861803,-0.027675580858672156,-0.00673846701813907,0.19635704986234995,0.1900671119646841,0.1751332140077029,0.07697612788479427,0.07309488386530344,0.05651925743514361,-0.08631586328016957,0.2939122355739531,0.21819280633638938,0.31871428495098936,-0.022179515624291147,0.10683666636143074,-0.01715940156566187,-0.01987363428162134,0.22572386871920685,0.13067006003127674,0.13821009682437357,0.13525644929665073,0.07333115755459287,0.09248808917130286,-0.03598735185903698,-0.007227045562962495,0.31712497646408533,0.22101677678835455,0.048277947974063894,0.05476205317244418,0.013305910771058263,0.09637607840377971,0.03935793204720059,0.028524588674338824,0.025925048694993787,0.08629905168428456,-0.0754609307548936,0.1691526385135091,0.2476389667485772,0.23864025593652874,0.2383375751039145,0.26592056297088257,0.20961095478117087,0.2986590233982214,0.26223979268191316,0.34829237193480095,0.23161917240471033,0.18749933148117115
BTC,0.11334050601935693,0.0974731612984817,0.04518187935527048,0.04386166521563166,0.03812794211616339,0.1970344265055371,-0.00027662345416417386,0.06460780289962603,-0.04991237485707994,0.043974847085465556,0.10199183007366482,0.04577912526025339,0.11401626279094627,1.0,0.7646207229260941,0.005710420653575709,0.02135711046980969,0.06415245060871393,0.03717887394608508,0.1575131228977518,0.06596721374973824,0.07774955998147712,0.05460678197641121,0.10458737170402238,0.0024040548982759325,0.06448823150846196,-0.03510137867046903,0.012231254876765458,0.05954358667573385,0.06033208856063881,0.09857327735275828,0.014549230843628892,0.02726150684229317,0.02016044301362841,-0.018000556699108376,0.13300364939771228,0.05950694968895486,0.09037404225841275,-0.06089736137745629,0.02273272737988267,-0.017885457742570172,-0.014227387747502257,0.0410638473053914,0.05098063001734541,0.051490131084305446,0.03596670540631799,0.02709234119756103,0.04152884924614995,-0.006527841949041121,0.03481101307700403,0.05896208888930379,0.04137477568407815,0.011749233370347304,0.00590591413692363,-0.004223803113412255,0.017203971154249022,0.019691785992411445,0.023176791536944682,0.006799639645461486,-0.036727797588876725,0.03464402682713095,0.09090717405485965,0.0389310125310462,0.019801812100162044,0.053178119261047416,0.042041605004319006,0.02677702452256435,0.01950933393478627,0.030074461181064487,0.0426489795101858,0.004258239161666361,0.010889473903180015
ETH,0.13400755616848964,0.09277105362846869,0.07999271355950356,0.08392043093144655,0.0822953546631354,0.18108739151234593,0.0027196389269801306,0.06527391353597967,-0.088819063608021,0.05430625903041044,0.12570385934462305,0.14949114166242516,0.09471298520520778,0.7646207229260941,1.0,0.025059011458726913,0.03556805626825664,0.07539413930203433,0.08151704110551619,0.15780403237217944,0.08881667674561923,0.1020147322213331,0.06583303122272548,0.08609298268492827,-0.018415410169870097,0.06801760329544837,-0.04704785324635243,0.03369333005877306,0.07264987408688545,0.05887779471270303,0.08637942318722308,0.01151950973773206,0.026211065123153708,0.033221061156259994,-0.013639781418384478,0.17458091995446237,0.06763175720052131,0.0966110371617667,-0.062157521049055094,0.005813252420820438,-0.01890247007736902,-0.011057867078529631,0.03607204243581514,0.0726279541447896,0.07767296893914213,0.05022277774946607,0.03220428561356226,0.04356114655347469,-0.040778349798696004,0.04452637469604333,0.0884466207469049,0.06650086794231527,0.03778885902764841,0.0354346952512926,-0.00514004153414548,0.03561959469095806,0.023993987418471856,0.023384123184174873,0.012484277408512656,-0.006136984739173933,-0.008857859136282628,0.12294806259230301,0.0465157418898304,0.03135167563695455,0.056806858289588695,0.05450147276404589,0.014749357734664077,0.016080334561879468,0.03365471529058978,0.043990465500401484,0.02067588375076639,0.028239740525281956
SOL,0.17122955319760086,0.11571503471123691,0.178962620191541,0.19300850595404714,0.20560204572833557,0.2716380175113299,0.17640403029827714,0.1093855628591882,0.025114228921067797,0.08944195169821872,0.2116022116280284,0.06704137129227987,0.25644427718560475,0.005710420653575709,0.025059011458726913,1.0,0.14075658302196653,0.19166944893422996,0.20678676604027382,0.29082794457286887,0.18972724959206724,0.21490416652424438,0.1696587713634269,0.1075073461060127,0.06268434445236118,0.12628437758291802,0.009579822053354831,0.057643613921812054,0.17992035193323366,0.1476147939025869,0.13991915532242363,0.10014917230864614,0.13129903939201343,0.04441159426489044,0.02787003533118949,0.21383588833165265,0.12892281794377547,0.19452263880208812,0.008702064230736831,0.07295490383874875,0.03837873367079321,0.0279522008277198,0.18274787519919314,0.13070316869139087,0.16640033807056043,0.12094967985357248,0.08399099649147332,0.08938647921578549,0.013652808495945655,0.02943250248223852,0.26974443644376633,0.1617668588367928,0.08906016218204722,0.09853473349045713,0.020177411788748528,0.09627417778857435,0.09049661378170738,0.06041499056850635,0.08677666434121356,0.12292153288835832,-0.04319570842629983,0.17951424612531328,0.2500886756223952,0.24436705489322652,0.2496365618888599,0.3162175788084163,0.22491630049897957,0.2923803420549063,0.2722642327594099,0.3478515165390001,0.2322600523420218,0.2073248572574728
MC.PA,0.28723294630172563,0.38375488879906255,0.5210177194233279,0.4426331799919799,0.4497654787301296,0.21087701458405964,0.23301389778652307,0.09365033328210247,-0.040314571470061504,0.3984436479936322,0.26551950849105893,0.2838521517875334,0.1307591277498324,0.02135711046980969,0.03556805626825664,0.14075658302196653,1.0,0.17382714458354712,0.2854482752551775,0.22210870995288381,0.31135954478403927,0.24050254839025634,0.2506466401082115,0.37611671327053636,0.1891939111792356,0.40543368688377185,0.1805386602036399,0.20347273830103238,0.32302315296563283,0.4182857949137481,0.3686772414892772,0.2400460758706225,0.2993606754330215,0.1013912540250901,0.1471615290050177,0.28722195078556895,0.20837145985340777,0.2774002276884195,0.16773607387865608,0.09911767720627046,0.2947222418260428,0.2237750617592917,0.35814416505672175,0.4787732163696649,0.5852839832068893,0.7967557750534217,0.49524814496648645,0.5441570250699885,0.16333783272356248,0.13745961004226456,0.43643840768602815,0.405340069249547,0.5231475948903067,0.45892851065769574,0.22792070719613483,0.670844464241842,0.48522356283077794,0.4976908020035251,0.4691846121750846,0.3012010173249725,0.14045297800726617,0.591890557052169,0.2994490247904078,0.31951431463387825,0.30057148909787296,0.31586866410023673,0.25821301566488736,0.21687029141183853,0.18544948125976352,0.2821284636738481,0.2331636880254232,0.19826248169205524
TNDM,0.3142616344750175,0.1772320079356778,0.19244716873603485,0.20246470872329556,0.22557007737442855,0.22210732821327306,0.14895807032320932,0.10974462885284648,0.045468175799695254,0.10238478493828843,0.32715544933885005,0.02274526359569718,0.1869905367392634,0.06415245060871393,0.07539413930203433,0.19166944893422996,0.17382714458354712,1.0,0.32383407307592416,0.2517218464654449,0.3224875290692888,0.29196068605007963,0.3024863575109928,0.14599698168270347,0.12605740813923516,0.251940613674067,0.1435182729326147,0.183943370460911,0.3260334072524144,0.2657116961974677,0.16583678333211216,0.06753309886202234,0.0966711115846098,0.12276506129036738,0.10137506932148517,0.29440935407440916,0.26965728858680643,0.32816320208323335,0.14107641727896653,0.11608008517007984,0.14274233492000335,0.18098030009626256,0.3220577928559894,0.15940792963536715,0.14640141575004856,0.18730696130383379,0.06209310023804743,0.0995884552853998,-0.20951544382339607,0.054299327293231475,0.3161733381138422,0.19655202525590632,0.12597036725399358,0.07270292833689254,0.02645304105142457,0.15167918563433025,0.05055181051939946,0.04992402950337251,0.06474519384542488,0.15168957209256453,-0.023758585591016186,0.16592175662643133,0.21383331686768653,0.22963412031689487,0.22455362118675282,0.22940910491315883,0.19580435076490801,0.18194689494430463,0.13629835766893575,0.20192300237957142,0.19254053346175798,0.15689692136565325
AAPL,0.6305086946915143,0.5055810505255148,0.3361090020291833,0.3397532729659215,0.3456136854405602,0.27742022298063895,0.26786884216000295,0.08694503752582218,-0.018975574254345394,0.2258373665659626,0.5816349940335014,0.10702849617355696,0.28710174454695103,0.03717887394608508,0.08151704110551619,0.20678676604027382,0.2854482752551775,0.32383407307592416,1.0,0.48136164268411225,0.7278495619645842,0.5889936213501475,0.5507083283612543,0.37536066109404187,0.33592380932531707,0.5534197438245223,0.387464998402954,0.38129058586218023,0.5305103983079822,0.564631423670938,0.3818164325327929,0.24109114648858762,0.30081102365965945,0.28749098933112754,0.2622100640391524,0.5262476224265579,0.5375600269870443,0.5198367124137991,0.27153248722618145,0.34021911438517066,0.41031900475318683,0.45843663273277147,0.564563155103001,0.31034219209161407,0.2823189484478211,0.274908984942977,0.2570636871200019,0.27923160595423435,0.04020749297785688,0.057007830021803825,0.5508403074042532,0.293552786821381,0.2264151348503075,0.1809577906034847,0.13435633842827843,0.27847872671560026,0.18223329742424724,0.21227664134713814,0.16970141160416927,0.18986417735068323,0.04474645672465164,0.3030135053247172,0.3033874561413224,0.3076826059357859,0.31390591359407044,0.3349111318510417,0.3070375753971825,0.22978812347244615,0.19839124432546523,0.3232482120124871,0.262959508248545,0.17860944523440472
TSLA,0.40134292864429477,0.26220383949907444,0.28051654579239155,0.27508687803180437,0.32715832410996964,0.35501906675099076,0.20761328506845278,0.10523128361990448,-0.007970158034892802,0.15755286496729373,0.4658669323602607,0.1405268334174478,0.3706918842378822,0.1575131228977518,0.15780403237217944,0.29082794457286887,0.22210870995288381,0.2517218464654449,0.48136164268411225,1.0,0.43219608437689605,0.4334373913397374,0.332460057871877,0.2601883453060905,0.05468686547107362,0.33734295139082066,0.06209215125093987,0.18753661297421123,0.3182185545080433,0.3334549984715818,0.26542798777024734,0.1380400030433602,0.202179383392269,0.05528004238120717,0.06054517511138465,0.4525292915012127,0.32335943010465606,0.40684121021818637,0.09143854014830205,0.14830812468164764,0.12136772941325064,0.14897715962037128,0.3172839146067584,0.19313646129721354,0.2099306713742048,0.21951786309238155,0.1775918094709467,0.1752456387101201,0.026957803032040702,0.058687304782996434,0.43018906732754647,0.2125989847897558,0.1962392459803523,0.13622194154682335,0.08152910548043589,0.150829269983209,0.17805043256643033,0.1683845078089888,0.1557933508551751,0.1715050674565346,-0.014703415453521032,0.23976465971599648,0.2751955974962836,0.2737142731662171,0.2771175607254222,0.3356328332840136,0.28996529764392015,0.31002668256870614,0.2750345044180849,0.45822113564272143,0.26661364768801,0.1837688772504865
MSFT,0.7296062077448325,0.49614737442015866,0.38196105171672706,0.4038488627866701,0.3962114751966435,0.31604756014611923,0.2540698537914039,0.0603729171994863,-0.02140049907868871,0.2528511073074363,0.6727042212660524,0.07744224651657435,0.29865046998139533,0.06596721374973824,0.08881667674561923,0.18972724959206724,0.31135954478403927,0.3224875290692888,0.7278495619645842,0.43219608437689605,1.0,0.6776198288300429,0.6109856051884727,0.39288111510888846,0.3336941519682748,0.5763773549107372,0.41097585655219615,0.4023707219825729,0.5529789041179953,0.5874440559754134,0.39027794424630086,0.19843040153447739,0.299784796752649,0.3409414649582415,0.2849497879917858,0.5885140492658991,0.5552351764126336,0.6241992640152669,0.29571904201895444,0.3553487574259871,0.3895432868357708,0.4630316373972016,0.6310550835814159,0.37253256741515606,0.2876862124959714,0.2964945046518351,0.2935438533991667,0.31935239731619375,0.0423008586010943,0.12870902115203486,0.6183315125614998,0.3160923945097885,0.2009529217465757,0.17242308498095155,0.12561028567379676,0.2744595912886718,0.16542587198101438,0.20557684318579633,0.1778133413355417,0.15742886805585957,0.012500814470564897,0.32887906623611574,0.2753803799962914,0.30205549142347254,0.28576012929326694,0.3165808109948465,0.3093062812483574,0.21250944907609706,0.18578815620129618,0.28224020396856586,0.2527453867900969,0.14520177392530478
AMZN,0.6469654956059785,0.330929295571416,0.341027864658271,0.3365118566412187,0.33125113671609857,0.29835087279539296,0.17447983762400626,0.0883502470350407,-0.007285745705994709,0.12552361075745427,0.5735907375972609,0.13220633007791957,0.37663726035976114,0.07774955998147712,0.1020147322213331,0.21490416652424438,0.24050254839025634,0.29196068605007963,0.5889936213501475,0.4334373913397374,0.6776198288300429,1.0,0.6114378516969968,0.25324891336171784,0.1491801811397442,0.39630819590825705,0.20504466604242913,0.20082933045439083,0.41956681633682064,0.4126825278765065,0.26675007013004953,0.10804308459015491,0.1441403356375712,0.22075760573274367,0.12001638561861937,0.47850002547190235,0.4927813005563745,0.5540144978329546,0.13286179705813375,0.2954107785324858,0.18824317698615414,0.2549319913459378,0.4781790988450935,0.3083202847179617,0.21235994807464856,0.28631064359354613,0.13965904973762341,0.19809231051742246,0.0006695037282860315,0.06133540388243473,0.5317213306111513,0.31675019568973417,0.11237692932686488,0.09468738546164568,0.045087037066525885,0.22182404492825009,0.07826280256900991,0.08420424420318987,0.09962358705744181,0.18566295491532073,0.000937279968218943,0.24921210272955566,0.2949290022416457,0.28414773877547717,0.29879570242531067,0.3196345003334802,0.2790069148075255,0.2629400376892514,0.2307229070848941,0.3330021067626211,0.2670973882253637,0.12841523531790125
META,0.6300503915007721,0.3527895134895611,0.33400600752178106,0.3211323965172179,0.34828472210628253,0.2791040210865346,0.20086628617688437,0.021797891458741663,-0.06536384287322151,0.19190566071813275,0.5213791183568773,0.10340449883496924,0.30657381635957287,0.05460678197641121,0.06583303122272548,0.1696587713634269,0.2506466401082115,0.3024863575109928,0.5507083283612543,0.332460057871877,0.6109856051884727,0.6114378516969968,1.0,0.290329377471114,0.17142674221142082,0.42282868167828863,0.2185138699259071,0.19602422526284993,0.41487590630570675,0.43505540052592107,0.2990921459368727,0.1292590268006908,0.18960237836446686,0.23934640400339208,0.16297065060669053,0.44701259159498713,0.40630404370737305,0.5033786386752781,0.14731888643147825,0.21685763880246012,0.20722160349567564,0.2527457997478041,0.46747783265937415,0.3108445792369978,0.23950404015215607,0.26365321711380063,0.20749142502017534,0.24598443148694962,0.03185784190551426,0.10924583011295882,0.49623413363783253,0.3380455002938924,0.18650923651644732,0.16158482920537842,0.07225655038343448,0.22382318198479703,0.1301384901141216,0.1528639846562788,0.14866244798405231,0.18424836318580406,0.03161478983386546,0.27527631365609856,0.3098041793635746,0.2840489510480192,0.2778321371633687,0.3183206100794032,0.2964095332932082,0.2512154860421099,0.2206159180867275,0.2861746436614941,0.2654474924247413,0.14392300887311146
JPM,0.37737396681849084,0.7681769411010171,0.2269835217047151,0.24513812995273052,0.22103802332911657,0.2543995004975038,0.3944726613517334,0.15825551559105797,-0.10142124479741121,0.3505127287134197,0.30478490174586537,0.1030961173334465,0.1659214169089609,0.10458737170402238,0.08609298268492827,0.1075073461060127,0.37611671327053636,0.14599698168270347,0.37536066109404187,0.2601883453060905,0.39288111510888846,0.25324891336171784,0.290329377471114,1.0,0.3826645835880297,0.6022157148348026,0.33443528397829375,0.4323131826132457,0.47784393891028126,0.5947765691702108,0.8841514826180484,0.5379005307315332,0.6075904085362582,0.19924305684868365,0.31453283722965236,0.38454922249841217,0.2811237325974654,0.31896746488804834,0.3483838783731693,0.23560304925057698,0.5003100962625295,0.3885594536050858,0.5044498472232837,0.27523173272550355,0.407695378196689,0.27263359020553446,0.41437910106648945,0.3060742396003895,0.10501662821853815,0.007579626766511856,0.35775761369494485,0.14779236191023837,0.39628073555157,0.5100059543054533,0.3281162085615341,0.24411293234190104,0.5726340840774535,0.47667011985603536,0.4142762808264403,0.16094354275415212,0.0435725655763855,0.3691274290411565,0.20203169717049485,0.19960855996094112,0.18342158510947348,0.2314538847148684,0.16911818778317197,0.11814469968017358,0.09675237882147172,0.22687354808076457,0.12294118500941006,0.11967284963271758
JNJ,0.25849428430897736,0.5398840355893707,0.04752845710855501,0.06726568894759304,0.04313691045937791,0.06840199632031688,0.2048459430590606,-0.0095897584779366,-0.0037529792386173364,0.19046956938631604,0.09828799536548569,0.007715136413651373,-0.029671231117049283,0.0024040548982759325,-0.018415410169870097,0.06268434445236118,0.1891939111792356,0.12605740813923516,0.33592380932531707,0.05468686547107362,0.3336941519682748,0.1491801811397442,0.17142674221142082,0.3826645835880297,1.0,0.42856124562275727,0.6023983086282982,0.47817069296832887,0.3880714424911618,0.4086392165222388,0.3835956477373322,0.28444311029467284,0.3492814729376884,0.40491295167883795,0.5246850695679546,0.13025430367162336,0.34567543954709923,0.19267780998102849,0.5129690051293935,0.3712621909254737,0.5776727374553988,0.5885393221839168,0.41114760414976964,0.17456077364549877,0.15330153997399676,0.10661525843202313,0.2779863074670076,0.26171742224729005,0.086937596353744,0.10561157571368791,0.15106290749302534,0.055290503562179585,0.18243342146016106,0.177608694850436,0.2379049315030684,0.21737304165078628,0.18200929958060783,0.21598565891756938,0.17948459139355452,0.1459469990985782,0.11583225591620455,0.15071193022232765,0.09681000347834753,0.08464925448322988,0.08725555130147583,0.07656367878133634,0.06942821633815696,0.015974164001051186,-0.008814545118257622,0.05361468821774124,0.02143656249240866,-0.019006188296507572
V,0.5181546886321781,0.6665648785773649,0.30681476288019377,0.29993451333036597,0.31419356066148735,0.28008386474614244,0.33143073823891644,0.1367395119593754,-0.05417228543281348,0.3710096447537947,0.4429911690684101,0.07144794269654,0.18932500180861803,0.06448823150846196,0.06801760329544837,0.12628437758291802,0.40543368688377185,0.251940613674067,0.5534197438245223,0.33734295139082066,0.5763773549107372,0.39630819590825705,0.42282868167828863,0.6022157148348026,0.42856124562275727,1.0,0.4276203140132826,0.4649692740586448,0.5361934145549299,0.9052541253947827,0.5842498929342536,0.42398214170642345,0.4917063434086679,0.2735868159597982,0.34512812895541584,0.45920894389871714,0.4209167285863392,0.4753865772605404,0.39727069856041736,0.2780360988993451,0.5442512984189176,0.48000235187390944,0.6269290151531953,0.3511472675169226,0.3796466366281452,0.33454780529188827,0.4373159595923631,0.35568210789641785,0.12806687670237918,0.09604407259758467,0.46967463007401805,0.2561481675347499,0.34589426429299935,0.35907261336132346,0.24635100462169654,0.3321212140173845,0.3965751528342374,0.38851842224890953,0.34505907809555086,0.2211362932777719,0.06424118172135586,0.3780451793701442,0.27659561123289905,0.2758759427360429,0.2535175156890238,0.29034335492350516,0.23585979688719774,0.16454101925717482,0.13743537245378837,0.2287180432812814,0.2045176966743758,0.16362473738482464
PG,0.29033944099514575,0.4838080918676076,0.043956086776729256,0.09927049075880798,0.05059749874579692,0.05339712286022291,0.1691001249097814,-0.04190778211504019,-0.022559399955762133,0.14741550830779407,0.1824134976023166,-0.011819573377501204,-0.027675580858672156,-0.03510137867046903,-0.04704785324635243,0.009579822053354831,0.1805386602036399,0.1435182729326147,0.387464998402954,0.06209215125093987,0.41097585655219615,0.20504466604242913,0.2185138699259071,0.33443528397829375,0.6023983086282982,0.4276203140132826,1.0,0.4376400890778865,0.4406281315917064,0.416377493427134,0.34783335551149,0.18698524316556697,0.2063936862328611,0.3691655744542209,0.44006899112192416,0.203659222635837,0.4754918209265544,0.2367981530711246,0.4052455041906084,0.4834044686358351,0.6367306486646754,0.7227727724606714,0.43438118626061795,0.19027826492935304,0.10666083532203186,0.1394652526327739,0.242784533591921,0.2655534515606077,0.07894581652595525,0.1070681518949792,0.20117464099482502,0.09357317517439444,0.14940464018799912,0.14309600533614195,0.19144874425806363,0.27110384628842915,0.10975497912310875,0.15221305581841119,0.1487896455412443,0.13106921904168492,0.21235559139313723,0.17603969047818244,0.11390026919220977,0.11154455191357777,0.09822762262856503,0.0745938822507852,0.09766892701441565,0.042061439240755824,0.008612838896658398,0.03981554741116525,0.047906040573589256,0.013574411240600593
UNH,0.3239839066195065,0.516272600751845,0.12882394851833226,0.1441402661082261,0.16759054352744668,0.11654471888374872,0.23970296501203667,0.09109557684493669,-0.05302854278629124,0.24333203442809717,0.2540500785766792,-0.030953295154504075,-0.00673846701813907,0.012231254876765458,0.03369333005877306,0.057643613921812054,0.20347273830103238,0.183943370460911,0.38129058586218023,0.18753661297421123,0.4023707219825729,0.20082933045439083,0.19602422526284993,0.4323131826132457,0.47817069296832887,0.4649692740586448,0.4376400890778865,1.0,0.4550095588447953,0.44916643550127755,0.4189772459948679,0.33392874242230725,0.42901372154595363,0.350847488396154,0.4032114668318725,0.28603802020837304,0.34203220214009994,0.27440077773706834,0.44054629239363813,0.28046006410488133,0.47108982541886935,0.5084310192835025,0.42610249691356006,0.18710015709412364,0.18835956040221188,0.1685646683166206,0.31269566306258806,0.23055962326105844,0.09077729115803092,0.08054541457925142,0.2710613443072571,0.10563721487505047,0.1912626208437503,0.20974289106332844,0.20781731310340065,0.19357417674824326,0.23784183864774092,0.2690113424096483,0.21851091142011858,0.09504369393439005,0.07539608421559701,0.21278007015041414,0.10118448901245095,0.10227736665670202,0.11565935273567285,0.1232194919948643,0.13599050235394008,0.05864556964148407,0.020451915834664165,0.09218192180268768,0.05602808032764578,0.05309493751542043
HD,0.45363028819722867,0.5646918002581526,0.2730419821903869,0.28096048272991786,0.2970171859972608,0.2464536049544882,0.359985676420571,0.07185140100882605,-0.06096688735284714,0.26725100690527104,0.44346411991346324,0.130247574852784,0.19635704986234995,0.05954358667573385,0.07264987408688545,0.17992035193323366,0.32302315296563283,0.3260334072524144,0.5305103983079822,0.3182185545080433,0.5529789041179953,0.41956681633682064,0.41487590630570675,0.47784393891028126,0.3880714424911618,0.5361934145549299,0.4406281315917064,0.4550095588447953,1.0,0.5313369576753995,0.49343105649842545,0.302130559080501,0.3969396811633408,0.29736002371995934,0.2908306185234492,0.48545130085301497,0.5195041027950009,0.4393868357782147,0.35872585012290636,0.39058545679604284,0.46740632502014484,0.5305823982411014,0.5703543364893415,0.30895507309566295,0.33156649953583794,0.29062165928130185,0.30706203174331975,0.31592327652494495,0.06858726748747729,0.04954824510875591,0.48453657416146534,0.2328168809484048,0.29568356475755153,0.23815828952338577,0.20004368265946704,0.27187430887422426,0.23202680872744272,0.2757485347949827,0.23599369631524034,0.20054378815701077,0.03919786339023665,0.33648293615196156,0.20968453114245908,0.23655858389679107,0.24244087051560945,0.25246616598327526,0.22534959886893513,0.1666601097869163,0.11738819835877919,0.22030122823570575,0.14970570493689553,0.08874377304822502
MA,0.5277157728125879,0.6595255086859196,0.3222975375438772,0.30782320013285747,0.31537496261352765,0.27706667416330816,0.3209365632162185,0.1395442377957327,-0.04320540525209386,0.36096153784092905,0.45206730208185897,0.09268460181791464,0.1900671119646841,0.06033208856063881,0.05887779471270303,0.1476147939025869,0.4182857949137481,0.2657116961974677,0.564631423670938,0.3334549984715818,0.5874440559754134,0.4126825278765065,0.43505540052592107,0.5947765691702108,0.4086392165222388,0.9052541253947827,0.416377493427134,0.44916643550127755,0.5313369576753995,1.0,0.5710176369613668,0.43026442423333167,0.4842087029878712,0.27530263466739485,0.3154613680022091,0.461892104013463,0.4095277377629094,0.4889339406251077,0.3690560953321653,0.2703897330944021,0.5632112074486039,0.475352340721068,0.6196350890616673,0.3623561510299754,0.3915363930013529,0.31742524636351704,0.4369428440237571,0.3377328287147206,0.11205712063430365,0.0947586793022348,0.47964963085224716,0.250490359988114,0.36017277716498,0.3746211256213675,0.2331491427545861,0.33529056626780757,0.4037927782845212,0.3948712938789749,0.34584569454101616,0.23809989836276432,0.07243184084871847,0.3989694820529789,0.2842300226116799,0.2890762919982098,0.2551723870298316,0.293937314932737,0.247337594583338,0.17777430366494462,0.14153179022746828,0.23373709716653196,0.20732639655950688,0.15707972935776107
BAC,0.37941788816132016,0.7470635166488757,0.22027391357549736,0.25537201524321673,0.2131303569900134,0.2567420429223402,0.41576576527664416,0.16487314105023576,-0.05267819045678179,0.3673099342774647,0.28751294024081614,0.1355169654633485,0.1751332140077029,0.09857327735275828,0.08637942318722308,0.13991915532242363,0.3686772414892772,0.16583678333211216,0.3818164325327929,0.26542798777024734,0.39027794424630086,0.26675007013004953,0.2990921459368727,0.8841514826180484,0.3835956477373322,0.5842498929342536,0.34783335551149,0.4189772459948679,0.49343105649842545,0.5710176369613668,1.0,0.5652682816491852,0.6097719417153846,0.1867415189808227,0.303094035255476,0.3497957564665603,0.2826342319768422,0.33466683581602086,0.33192277907158013,0.24736655896823073,0.49190506842424847,0.4044061934815228,0.5020225347972451,0.2781105776139883,0.4032010997438935,0.25804687068098203,0.39994820775432244,0.30772349804498994,0.10968355476643007,0.0019795781630500683,0.3383345258678892,0.1594482183376139,0.405429330071664,0.5260161769440308,0.3542208564036198,0.24976687161646713,0.5750456262776112,0.4708674922782069,0.4069439212246115,0.20660737403305865,0.03188432073167488,0.3704029305401773,0.2076347666296817,0.1947858026017642,0.20589006324121478,0.23144071778895894,0.1664626797658272,0.12580805404547182,0.08459206935267581,0.2403858224516982,0.13176955321544345,0.12267532473997182
